year,province,naics_6digit,emissions,synthetic
2023,Ontario,337214.0,0.0,False
2023,Alberta,211110.0,60634.93982,False
2023,Alberta,562210.0,25411.959,False
2023,Ontario,336110.0,57624.551,False
2023,Saskatchewan,211110.0,319850.1439,False
2023,British Columbia,211110.0,0.0,False
2023,British Columbia,211110.0,0.0,False
2023,Alberta,211110.0,0.0,False
2023,Saskatchewan,212396.0,53447.4574,False
2023,Saskatchewan,212396.0,0.0,False
2023,Ontario,337214.0,0.0,False
2023,Quebec,562990.0,79917.0669,False
2023,Quebec,562990.0,112917.992,False
2023,Saskatchewan,221112.0,0.0,False
2023,Quebec,212210.0,119155.1344,False
2023,Ontario,337127.0,727.201867,False
2023,British Columbia,211110.0,0.0,False
2023,Alberta,211110.0,41833.90293,False
2023,Alberta,611310.0,0.0,False
2023,Saskatchewan,611310.0,51815.53,False
2023,Ontario,221112.0,23831.21615,False
2023,Quebec,562210.0,65197.815,False
2023,Alberta,211141.0,0.329,False
2023,Alberta,221210.0,0.0,False
2023,Cambridge,4169.0,0.0,False
2023,Saskatchewan,221112.0,0.0,False
2023,Alberta,211141.0,0.0,False
2023,Kingsey Falls,8754.0,0.0,False
2023,Alberta,562210.0,40349.093,False
2023,Saskatchewan,211110.0,125799.7681,False
2023,Alberta,211142.0,3103846.439,False
2023,Quebec,221119.0,52939.71746,False
2023,Saskatchewan,221112.0,826305.8726,False
2023,Saskatchewan,221112.0,0.0,False
2023,Quebec,562210.0,61017.22499,False
2023,British Columbia,211110.0,0.0,False
2023,Les Cèdres,0.0,0.0,False
2023,Ontario,562210.0,170825.3917,False
2023,British Columbia,211110.0,52315.65214,False
2023,Ontario,212220.0,294608.3971,False
2023,Alberta,211110.0,25763.04925,False
2023,Ontario,331523.0,3.36,False
2023,Ontario,331523.0,4.33,False
2023,British Columbia,211110.0,30711.51388,False
2023,Alberta,211110.0,17819.35439,False
2023,Alberta,211110.0,40927.33103,False
2023,Alberta,211110.0,20804.8702,False
2023,Alberta,211110.0,0.0,False
2023,Alberta,211110.0,56629.35512,False
2023,Saskatchewan,211110.0,52318.6238,False
2023,Alberta,221112.0,2329406.346,False
2023,Saskatchewan,211110.0,142397.5574,False
2023,Quebec,332113.0,37274.1371,False
2023,Saskatchewan,212396.0,0.0,False
2023,British Columbia,212233.0,34048.0483,False
2023,Alberta,211110.0,0.0,False
2023,Alberta,211110.0,0.0,False
2023,Alberta,211110.0,0.0,False
2023,Alberta,211110.0,66501.37918,False
2023,Quebec,331313.0,104884.1319,False
2023,British Columbia,211110.0,0.0,False
2023,Alberta,322111.0,0.0,False
2023,Alberta,211110.0,72234.2107,False
2023,British Columbia,211110.0,65804.06284,False
2023,Alberta,211110.0,41229.0988,False
2023,Alberta,211110.0,73981.9787,False
2023,Alberta,211110.0,89938.2337,False
2023,Quebec,311224.0,53791.93403,False
2023,British Columbia,211110.0,21309.10257,False
2023,Alberta,211110.0,122372.4329,False
2023,Alberta,211141.0,230061.8744,False
2023,Ontario,562210.0,73848.73785,False
2023,Alberta,211110.0,0.0,False
2023,Alberta,211110.0,0.0,False
2023,Ontario,611310.0,41445.73828,False
2023,Alberta,311616.0,86209.0695,False
2023,Newfoundland and Labrador,331410.0,0.0,False
2023,Alberta,211110.0,67899.06925,False
2023,Saskatchewan,211110.0,263303.8346,False
2023,Alberta,211142.0,152.75,False
2023,Alberta,211110.0,42094.7719,False
2023,Alberta,211141.0,1335476.415,False
2023,Alberta,221112.0,93604.72786,False
2023,Alberta,211141.0,557490.7244,False
2023,Ontario,562210.0,42679.84,False
2023,Ontario,562210.0,52714.11207,False
2023,Quebec,325120.0,55377.19215,False
2023,Quebec,333110.0,0.0,False
2023,Saskatchewan,562990.0,86188.452,False
2023,Prince Edward Island,221112.0,1520.3493,False
2023,Alberta,322122.0,218985.9236,False
2023,Ontario,336330.0,0.0,False
2023,Alberta,211110.0,54967.62188,False
2023,Alberta,211110.0,108875.1015,False
2023,Nova Scotia,562210.0,0.0,False
2023,Nunavut,212210.0,90109.01894,False
2023,Saskatchewan,211110.0,82056.5724,False
2023,Ontario,212393.0,19898.09227,False
2023,Newfoundland and Labrador,221112.0,691.486,False
2023,Nova Scotia,221119.0,21131.3088,False
2023,Saskatchewan,211110.0,294445.0427,False
2023,Saskatchewan,211110.0,245204.3271,False
2023,Saskatchewan,311224.0,85941.28105,False
2023,Alberta,211110.0,62200.42579,False
2023,Quebec,321216.0,7018.733,False
2023,British Columbia,211110.0,134820.1607,False
2023,Ontario,212220.0,19248.2704,False
2023,New Brunswick,311990.0,37317.961,False
2023,Nunavut,212220.0,138127.9091,False
2023,Alberta,562210.0,75244.417,False
2023,Quebec,562210.0,38588.4528,False
2023,Florenceville-Bristol,0.0,0.0,False
2023,Quebec,322121.0,0.0,False
2023,Alberta,488190.0,12227.24058,False
2023,Alberta,211110.0,52356.2384,False
2023,New Brunswick,327420.0,43384.576,False
2023,British Columbia,212220.0,27335.62395,False
2023,Saskatchewan,336990.0,0.148013,False
2023,Yukon,221112.0,0.0,False
2023,Alberta,237310.0,0.0,False
2023,Alberta,237310.0,0.0,False
2023,New Brunswick,321216.0,17782.7317,False
2023,Alberta,237310.0,0.0,False
